Date_of_Loss,Total_Cost
4/29/2010 0:00,870210.06
4/30/2010 0:00,872360.57
5/1/2010 0:00,436716.46
5/2/2010 0:00,255701.53
5/3/2010 0:00,1146650.09
5/4/2010 0:00,747736.18
5/5/2010 0:00,643556.28
5/6/2010 0:00,670699.07
5/7/2010 0:00,836869.07
5/8/2010 0:00,264832.6
5/9/2010 0:00,422714.09
5/10/2010 0:00,1200958.28
5/11/2010 0:00,664667.59
5/12/2010 0:00,1043699.85
5/13/2010 0:00,966365.29
5/14/2010 0:00,976396.9
5/15/2010 0:00,484245.5
5/16/2010 0:00,329484.79
5/17/2010 0:00,800152.28
5/18/2010 0:00,819589.03
5/19/2010 0:00,958438.33
5/20/2010 0:00,999684.44
5/21/2010 0:00,628614.39
5/22/2010 0:00,121889.13
5/23/2010 0:00,226477.87
5/24/2010 0:00,1168932.26
5/25/2010 0:00,1031585.11
5/26/2010 0:00,950815.95
5/27/2010 0:00,625482.47
5/28/2010 0:00,812622.08
5/29/2010 0:00,241987.09
5/30/2010 0:00,237027.03
5/31/2010 0:00,177170.83
6/1/2010 0:00,721126.18
6/2/2010 0:00,988661.68
6/3/2010 0:00,905458.67
6/4/2010 0:00,1000736.67
6/5/2010 0:00,469833.02
6/6/2010 0:00,305337.3
6/7/2010 0:00,867791.68
6/8/2010 0:00,869572.23
6/9/2010 0:00,847507.52
6/10/2010 0:00,819231.92
6/11/2010 0:00,876992.9
6/12/2010 0:00,333023.37
6/13/2010 0:00,280202.38
6/14/2010 0:00,912852.73
6/15/2010 0:00,889962.37
6/16/2010 0:00,666457.32
6/17/2010 0:00,894320.75
6/18/2010 0:00,549318.59
6/19/2010 0:00,507238.88
6/20/2010 0:00,340778.27
6/21/2010 0:00,824541.47
6/22/2010 0:00,814136.44
6/23/2010 0:00,643090.11
6/24/2010 0:00,866426.16
6/25/2010 0:00,820163.3
6/26/2010 0:00,692120.72
6/27/2010 0:00,159861.85
6/28/2010 0:00,910984.08
6/29/2010 0:00,727558.68
6/30/2010 0:00,776756.83
7/1/2010 0:00,1312292.7
7/2/2010 0:00,799662.27
7/3/2010 0:00,188543.54
7/4/2010 0:00,176189.72
7/5/2010 0:00,371520.45
7/6/2010 0:00,797080.12
7/7/2010 0:00,675122.38
7/8/2010 0:00,1070005.49
7/9/2010 0:00,1088452.01
7/10/2010 0:00,279049.24
7/11/2010 0:00,289029.74
7/12/2010 0:00,1220742.46
7/13/2010 0:00,1114053.76
7/14/2010 0:00,950237.61
7/15/2010 0:00,703792.57
7/16/2010 0:00,1029956.26
7/17/2010 0:00,365019.04
7/18/2010 0:00,218122.24
7/19/2010 0:00,868042.77
7/20/2010 0:00,1227057.37
7/21/2010 0:00,732544.1
7/22/2010 0:00,1045255.47
7/23/2010 0:00,781356.1
7/24/2010 0:00,304485.29
7/25/2010 0:00,254098.96
7/26/2010 0:00,1030142.17
7/27/2010 0:00,691960.1
7/28/2010 0:00,1307042.65
7/29/2010 0:00,683496.89
7/30/2010 0:00,1355339.6
7/31/2010 0:00,264007.67
8/1/2010 0:00,615352.08
8/2/2010 0:00,1013772.06
8/3/2010 0:00,811758.77
8/4/2010 0:00,1137696.69
8/5/2010 0:00,916670.63
8/6/2010 0:00,942120.36
8/7/2010 0:00,351742.21
8/8/2010 0:00,359619.71
8/9/2010 0:00,731131.44
8/10/2010 0:00,841180.73
8/11/2010 0:00,1186006.88
8/12/2010 0:00,832567.12
8/13/2010 0:00,968109.82
8/14/2010 0:00,488587.49
8/15/2010 0:00,316265
8/16/2010 0:00,949962.77
8/17/2010 0:00,755836.77
8/18/2010 0:00,1121674.81
8/19/2010 0:00,749404.18
8/20/2010 0:00,1019485.73
8/21/2010 0:00,357226.59
8/22/2010 0:00,316596.6
8/23/2010 0:00,728426.5
8/24/2010 0:00,827002.75
8/25/2010 0:00,1043385.74
8/26/2010 0:00,696906.59
8/27/2010 0:00,913229.42
8/28/2010 0:00,276724.72
8/29/2010 0:00,349800.62
8/30/2010 0:00,1106763.11
8/31/2010 0:00,937886.09
9/1/2010 0:00,1146596.7
9/2/2010 0:00,621332.6
9/3/2010 0:00,890797.66
9/4/2010 0:00,179216.16
9/5/2010 0:00,215351.67
9/6/2010 0:00,347791.43
9/7/2010 0:00,582580.06
9/8/2010 0:00,1192109.62
9/9/2010 0:00,956006.39
9/10/2010 0:00,904095.81
9/11/2010 0:00,553875.72
9/12/2010 0:00,452385.95
9/13/2010 0:00,996660.94
9/14/2010 0:00,719716.12
9/15/2010 0:00,1713648.92
9/16/2010 0:00,994963.41
9/17/2010 0:00,1058611.52
9/18/2010 0:00,367780.81
9/19/2010 0:00,480031.88
9/20/2010 0:00,1228577.07
9/21/2010 0:00,912532.76
9/22/2010 0:00,797051.28
9/23/2010 0:00,792705.78
9/24/2010 0:00,1228555.03
9/25/2010 0:00,246629.86
9/26/2010 0:00,271162.54
9/27/2010 0:00,807641.01
9/28/2010 0:00,844239.4
9/29/2010 0:00,861747.39
9/30/2010 0:00,466042.91
10/1/2010 0:00,897349.99
10/2/2010 0:00,298116.2
10/3/2010 0:00,324439.31
10/4/2010 0:00,1344789.53
10/5/2010 0:00,638116.84
10/6/2010 0:00,1587157.31
10/7/2010 0:00,1198841.58
10/8/2010 0:00,855813.33
10/9/2010 0:00,306797.88
10/10/2010 0:00,180488.05
10/11/2010 0:00,942854.06
10/12/2010 0:00,1402306.1
10/13/2010 0:00,1103631.88
10/14/2010 0:00,875668.45
10/15/2010 0:00,801049.95
10/16/2010 0:00,246904.67
10/17/2010 0:00,217619.94
10/18/2010 0:00,959869.88
10/19/2010 0:00,765715.04
10/20/2010 0:00,1047366.51
10/21/2010 0:00,549547.24
10/22/2010 0:00,1013690.05
10/23/2010 0:00,221260.12
10/24/2010 0:00,265632.31
10/25/2010 0:00,775153.84
10/26/2010 0:00,667400.32
10/27/2010 0:00,1037978.5
10/28/2010 0:00,1008517.51
10/29/2010 0:00,595643.99
10/30/2010 0:00,274128.01
10/31/2010 0:00,522208.98
11/1/2010 0:00,719760.88
11/2/2010 0:00,984356.45
11/3/2010 0:00,965204.77
11/4/2010 0:00,901143.92
11/5/2010 0:00,737659.08
11/6/2010 0:00,398651.35
11/7/2010 0:00,264508.28
11/8/2010 0:00,836451.27
11/9/2010 0:00,771046.01
11/10/2010 0:00,1053395.6
11/11/2010 0:00,637338.69
11/12/2010 0:00,908295.34
11/13/2010 0:00,327376.31
11/14/2010 0:00,321786.71
11/15/2010 0:00,974228.38
11/16/2010 0:00,1099595.86
11/17/2010 0:00,687119.98
11/18/2010 0:00,591893.47
11/19/2010 0:00,664343.83
11/20/2010 0:00,280128.44
11/21/2010 0:00,313800.59
11/22/2010 0:00,683155.98
11/23/2010 0:00,1016717.67
11/24/2010 0:00,854953.69
11/25/2010 0:00,177682.44
11/26/2010 0:00,442718.02
11/27/2010 0:00,338296.79
11/28/2010 0:00,185021.9
11/29/2010 0:00,702990.14
11/30/2010 0:00,362676.9
12/1/2010 0:00,1219219.5
12/2/2010 0:00,839960.47
12/3/2010 0:00,889109.29
12/4/2010 0:00,826112.18
12/5/2010 0:00,309148.4
12/6/2010 0:00,1224637.47
12/7/2010 0:00,1021419.45
12/8/2010 0:00,808707.27
12/9/2010 0:00,798744.35
12/10/2010 0:00,1093504.12
12/11/2010 0:00,470249.14
12/12/2010 0:00,258406.47
12/13/2010 0:00,1243310.64
12/14/2010 0:00,1164197.95
12/15/2010 0:00,865467.88
12/16/2010 0:00,1141788.96
12/17/2010 0:00,801687.38
12/18/2010 0:00,332720.54
12/19/2010 0:00,261238.22
12/20/2010 0:00,636149.84
12/21/2010 0:00,734523.73
12/22/2010 0:00,682467.02
12/23/2010 0:00,893723.85
12/24/2010 0:00,456208.31
12/25/2010 0:00,103078.18
12/26/2010 0:00,490325.97
12/27/2010 0:00,617971.75
12/28/2010 0:00,935963.44
12/29/2010 0:00,552552.3
12/30/2010 0:00,948305.83
12/31/2010 0:00,524419.96
1/1/2011 0:00,320176.9
1/2/2011 0:00,118028.97
1/3/2011 0:00,1186992.27
1/4/2011 0:00,756276.38
1/5/2011 0:00,1131589.11
1/6/2011 0:00,1178253.69
1/7/2011 0:00,820187.28
1/8/2011 0:00,579471.71
1/9/2011 0:00,791993.03
1/10/2011 0:00,1005758.02
1/11/2011 0:00,1057667.13
1/12/2011 0:00,1047661.2
1/13/2011 0:00,604934.35
1/14/2011 0:00,663665.94
1/15/2011 0:00,415910.64
1/16/2011 0:00,323849.18
1/17/2011 0:00,954885.6
1/18/2011 0:00,923905.94
1/19/2011 0:00,1796243.21
1/20/2011 0:00,857150.01
1/21/2011 0:00,867767.78
1/22/2011 0:00,372509.09
1/23/2011 0:00,250127.39
1/24/2011 0:00,1492149.97
1/25/2011 0:00,1076109.65
1/26/2011 0:00,1432853.09
1/27/2011 0:00,688910.32
1/28/2011 0:00,1138978.17
1/29/2011 0:00,288726.73
1/30/2011 0:00,113808.85
1/31/2011 0:00,1385798.21
2/1/2011 0:00,1068700.43
2/2/2011 0:00,532914.31
2/3/2011 0:00,1322957.12
2/4/2011 0:00,1182023.65
2/5/2011 0:00,530531.94
2/6/2011 0:00,336646.54
2/7/2011 0:00,1034190.33
2/8/2011 0:00,1281876.62
2/9/2011 0:00,971444.1
2/10/2011 0:00,1126119.41
2/11/2011 0:00,771807.58
2/12/2011 0:00,141079.15
2/13/2011 0:00,355257.22
2/14/2011 0:00,1176536.21
2/15/2011 0:00,1158650.02
2/16/2011 0:00,769331.69
2/17/2011 0:00,741753.88
2/18/2011 0:00,808097.91
2/19/2011 0:00,407294.23
2/20/2011 0:00,376509.41
2/21/2011 0:00,868870.87
2/22/2011 0:00,1303265.8
2/23/2011 0:00,832910.7
2/24/2011 0:00,981005.56
2/25/2011 0:00,1123524.41
2/26/2011 0:00,324843.89
2/27/2011 0:00,470635.35
2/28/2011 0:00,977384.93
3/1/2011 0:00,924429.33
3/2/2011 0:00,983073.9
3/3/2011 0:00,766625.19
3/4/2011 0:00,829995.59
3/5/2011 0:00,280909.14
3/6/2011 0:00,169813.87
3/7/2011 0:00,1018036.61
3/8/2011 0:00,754573.41
3/9/2011 0:00,709630.86
3/10/2011 0:00,876219.72
3/11/2011 0:00,891153.56
3/12/2011 0:00,281049.01
3/13/2011 0:00,187990.97
3/14/2011 0:00,767143.02
3/15/2011 0:00,866507.99
3/16/2011 0:00,1065460.01
3/17/2011 0:00,767214.56
3/18/2011 0:00,432665.49
3/19/2011 0:00,498994.1
3/20/2011 0:00,182692.86
3/21/2011 0:00,869420.69
3/22/2011 0:00,391169.33
3/23/2011 0:00,1049900.48
3/24/2011 0:00,704809.23
3/25/2011 0:00,826900.27
3/26/2011 0:00,250401.5
3/27/2011 0:00,187065.31
3/28/2011 0:00,1048661.47
3/29/2011 0:00,660648.61
3/30/2011 0:00,498771.27
3/31/2011 0:00,834216.33
4/1/2011 0:00,807512.77
4/2/2011 0:00,242854.29
4/3/2011 0:00,304062.9
4/4/2011 0:00,817218.78
4/5/2011 0:00,887721.25
4/6/2011 0:00,709104.04
4/7/2011 0:00,787172.47
4/8/2011 0:00,931895.31
4/9/2011 0:00,297846.27
4/10/2011 0:00,182886.72
4/11/2011 0:00,733615.18
4/12/2011 0:00,492025.75
4/13/2011 0:00,847409.71
4/14/2011 0:00,613592.91
4/15/2011 0:00,703218.19
4/16/2011 0:00,449594.95
4/17/2011 0:00,189851.89
4/18/2011 0:00,1112278.36
4/19/2011 0:00,960326.4
4/20/2011 0:00,634557.76
4/21/2011 0:00,429380.22
4/22/2011 0:00,407470.02
4/23/2011 0:00,408230.81
4/24/2011 0:00,245750.02
4/25/2011 0:00,826928.84
4/26/2011 0:00,602840.45
4/27/2011 0:00,638953.01
4/28/2011 0:00,660220.48
4/29/2011 0:00,651743.04
4/30/2011 0:00,247374.76
5/1/2011 0:00,333806.55
5/2/2011 0:00,952691.62
5/3/2011 0:00,875735
5/4/2011 0:00,545818
5/5/2011 0:00,705150.96
5/6/2011 0:00,778635.8
5/7/2011 0:00,328618.95
5/8/2011 0:00,199509.98
5/9/2011 0:00,896922.19
5/10/2011 0:00,612741.58
5/11/2011 0:00,819539.31
5/12/2011 0:00,819649.52
5/13/2011 0:00,666542.21
5/14/2011 0:00,267106.78
5/15/2011 0:00,356635.08
5/16/2011 0:00,1009523.67
5/17/2011 0:00,825053.45
5/18/2011 0:00,801604.2
5/19/2011 0:00,1109190.23
5/20/2011 0:00,830081.07
5/21/2011 0:00,286281.77
5/22/2011 0:00,226534.9
5/23/2011 0:00,1154133.68
5/24/2011 0:00,725188.04
5/25/2011 0:00,708357.23
5/26/2011 0:00,777740.35
5/27/2011 0:00,801185.67
5/28/2011 0:00,211302.44
5/29/2011 0:00,162654.86
5/30/2011 0:00,249084.83
5/31/2011 0:00,947057.75
6/1/2011 0:00,807534.7
6/2/2011 0:00,1099610.44
6/3/2011 0:00,673132.88
6/4/2011 0:00,399635.75
6/5/2011 0:00,240346.01
6/6/2011 0:00,898461.57
6/7/2011 0:00,858293.27
6/8/2011 0:00,747340.94
6/9/2011 0:00,1254494.97
6/10/2011 0:00,689821.77
6/11/2011 0:00,300765.8
6/12/2011 0:00,248314.68
6/13/2011 0:00,651065.76
6/14/2011 0:00,719816.66
6/15/2011 0:00,568163.27
6/16/2011 0:00,457880.98
6/17/2011 0:00,818226.9
6/18/2011 0:00,510482.19
6/19/2011 0:00,362194.64
6/20/2011 0:00,1006215.75
6/21/2011 0:00,610459.96
6/22/2011 0:00,968586.06
6/23/2011 0:00,648191.14
6/24/2011 0:00,453597.97
6/25/2011 0:00,309947.13
6/26/2011 0:00,213466.42
6/27/2011 0:00,1028330.51
6/28/2011 0:00,732715.02
6/29/2011 0:00,660989.91
6/30/2011 0:00,727673.89
7/1/2011 0:00,602763.23
7/2/2011 0:00,369493.5
7/3/2011 0:00,369339.39
7/4/2011 0:00,151375.86
7/5/2011 0:00,1087839.74
7/6/2011 0:00,583447.37
7/7/2011 0:00,501306.35
7/8/2011 0:00,604650.71
7/9/2011 0:00,398422.75
7/10/2011 0:00,207421.56
7/11/2011 0:00,637449.85
7/12/2011 0:00,813868.18
7/13/2011 0:00,696950.09
7/14/2011 0:00,993932.71
7/15/2011 0:00,948951.08
7/16/2011 0:00,288105.39
7/17/2011 0:00,310158.56
7/18/2011 0:00,802263.65
7/19/2011 0:00,1265798.45
7/20/2011 0:00,759670.85
7/21/2011 0:00,670077.77
7/22/2011 0:00,689695.27
7/23/2011 0:00,315891.03
7/24/2011 0:00,217856.58
7/25/2011 0:00,732325.49
7/26/2011 0:00,767871.59
7/27/2011 0:00,677976.4
7/28/2011 0:00,653347.84
7/29/2011 0:00,585048.69
7/30/2011 0:00,351381.81
7/31/2011 0:00,214875.04
8/1/2011 0:00,917011.29
8/2/2011 0:00,650205.64
8/3/2011 0:00,592408.32
8/4/2011 0:00,456721.69
8/5/2011 0:00,639191.51
8/6/2011 0:00,301039.5
8/7/2011 0:00,365336.89
8/8/2011 0:00,920897.48
8/9/2011 0:00,601771.18
8/10/2011 0:00,691869.39
8/11/2011 0:00,603360.38
8/12/2011 0:00,1077061.26
8/13/2011 0:00,346410.57
8/14/2011 0:00,812723.02
8/15/2011 0:00,653737.77
8/16/2011 0:00,701692.25
8/17/2011 0:00,843677.2
8/18/2011 0:00,798222.02
8/19/2011 0:00,492592.27
8/20/2011 0:00,289220.02
8/21/2011 0:00,210799.28
8/22/2011 0:00,859673.04
8/23/2011 0:00,730093.2
8/24/2011 0:00,1232877.09
8/25/2011 0:00,718489.08
8/26/2011 0:00,792915.59
8/27/2011 0:00,145150.04
8/28/2011 0:00,359900.41
8/29/2011 0:00,590593.68
8/30/2011 0:00,706419.58
8/31/2011 0:00,699175.37
9/1/2011 0:00,819568.75
9/2/2011 0:00,524768.37
9/3/2011 0:00,240998.28
9/4/2011 0:00,138211.66
9/5/2011 0:00,245078.69
9/6/2011 0:00,603885.37
9/7/2011 0:00,899399.18
9/8/2011 0:00,721116.09
9/9/2011 0:00,501184.39
9/10/2011 0:00,286593.64
9/11/2011 0:00,207942.9
9/12/2011 0:00,535840.99
9/13/2011 0:00,565881.86
9/14/2011 0:00,619955.83
9/15/2011 0:00,711288.13
9/16/2011 0:00,543106.24
9/17/2011 0:00,354452.1
9/18/2011 0:00,278384.7
9/19/2011 0:00,657615.08
9/20/2011 0:00,394207.42
9/21/2011 0:00,721006.46
9/22/2011 0:00,641913.68
9/23/2011 0:00,723569.18
9/24/2011 0:00,284084.89
9/25/2011 0:00,392466.79
9/26/2011 0:00,1095375.88
9/27/2011 0:00,922091.79
9/28/2011 0:00,867297.2
9/29/2011 0:00,563444.06
9/30/2011 0:00,660077.3
10/1/2011 0:00,331382.31
10/2/2011 0:00,197010.62
10/3/2011 0:00,827216.94
10/4/2011 0:00,810571.61
10/5/2011 0:00,802193.87
10/6/2011 0:00,848580.96
10/7/2011 0:00,497270.86
10/8/2011 0:00,236106.42
10/9/2011 0:00,157086.54
10/10/2011 0:00,634917
10/11/2011 0:00,643404.68
10/12/2011 0:00,813784.84
10/13/2011 0:00,695816.99
10/14/2011 0:00,831920.92
10/15/2011 0:00,270805.33
10/16/2011 0:00,260110.03
10/17/2011 0:00,736266.16
10/18/2011 0:00,557760.15
10/19/2011 0:00,687383.9
10/20/2011 0:00,660513.53
10/21/2011 0:00,645465.09
10/22/2011 0:00,249052.06
10/23/2011 0:00,259579.32
10/24/2011 0:00,481396.53
10/25/2011 0:00,525557.71
10/26/2011 0:00,628784.04
10/27/2011 0:00,544332.95
10/28/2011 0:00,500901.72
10/29/2011 0:00,222403.6
10/30/2011 0:00,99670.7
10/31/2011 0:00,586541.62
11/1/2011 0:00,1019764.66
11/2/2011 0:00,651614.55
11/3/2011 0:00,663630.96
11/4/2011 0:00,776269.64
11/5/2011 0:00,276994.02
11/6/2011 0:00,179401.37
11/7/2011 0:00,511788.44
11/8/2011 0:00,765135.91
11/9/2011 0:00,778181.67
11/10/2011 0:00,730470.43
11/11/2011 0:00,527802.04
11/12/2011 0:00,249989.65
11/13/2011 0:00,176163.66
11/14/2011 0:00,787927.33
11/15/2011 0:00,570796.69
11/16/2011 0:00,580634.03
11/17/2011 0:00,465399.66
11/18/2011 0:00,447484.22
11/19/2011 0:00,461852.71
11/20/2011 0:00,190306.78
11/21/2011 0:00,684322.18
11/22/2011 0:00,493256.02
11/23/2011 0:00,409551.97
11/24/2011 0:00,67121.57
11/25/2011 0:00,248807.51
11/26/2011 0:00,194481.81
11/27/2011 0:00,231209.23
11/28/2011 0:00,670983.44
11/29/2011 0:00,543975.71
11/30/2011 0:00,645944.87
12/1/2011 0:00,916303.84
12/2/2011 0:00,408671.4
12/3/2011 0:00,231778.64
12/4/2011 0:00,209189.12
12/5/2011 0:00,577041.94
12/6/2011 0:00,680706.07
12/7/2011 0:00,785362.22
12/8/2011 0:00,799251.6
12/9/2011 0:00,604478.91
12/10/2011 0:00,178183.58
12/11/2011 0:00,175722.34
12/12/2011 0:00,630073.44
12/13/2011 0:00,877857.35
12/14/2011 0:00,445215.2
12/15/2011 0:00,583570.87
12/16/2011 0:00,658649.2
12/17/2011 0:00,176384.93
12/18/2011 0:00,201141.13
12/19/2011 0:00,367362.85
12/20/2011 0:00,692483.79
12/21/2011 0:00,364325.42
12/22/2011 0:00,602508.39
12/23/2011 0:00,330508.92
12/24/2011 0:00,122396.03
12/25/2011 0:00,56919.31
12/26/2011 0:00,211353.97
12/27/2011 0:00,341875.07
12/28/2011 0:00,445978.37
12/29/2011 0:00,562425.27
12/30/2011 0:00,353280.88
12/31/2011 0:00,142866.02
1/1/2012 0:00,271472.78
1/2/2012 0:00,408389.79
1/3/2012 0:00,574711.85
1/4/2012 0:00,540059.24
1/5/2012 0:00,644548.91
1/6/2012 0:00,720506.71
1/7/2012 0:00,207411.24
1/8/2012 0:00,263553.39
1/9/2012 0:00,735923.57
1/10/2012 0:00,631742.47
1/11/2012 0:00,533975.66
1/12/2012 0:00,689013.84
1/13/2012 0:00,819851.89
1/14/2012 0:00,209604.73
1/15/2012 0:00,202662.12
1/16/2012 0:00,384218.74
1/17/2012 0:00,774093.78
1/18/2012 0:00,911344.41
1/19/2012 0:00,633034.85
1/20/2012 0:00,634315.27
1/21/2012 0:00,368327.03
1/22/2012 0:00,199354.34
1/23/2012 0:00,976100.42
1/24/2012 0:00,444316.01
1/25/2012 0:00,580909.54
1/26/2012 0:00,697162.07
1/27/2012 0:00,447527.38
1/28/2012 0:00,311165.87
1/29/2012 0:00,231376.14
1/30/2012 0:00,692669.82
1/31/2012 0:00,722359.24
2/1/2012 0:00,573399.56
2/2/2012 0:00,645289.83
2/3/2012 0:00,323957.3
2/4/2012 0:00,396274.09
2/5/2012 0:00,100484.23
2/6/2012 0:00,466419.58
2/7/2012 0:00,577885.28
2/8/2012 0:00,460602.97
2/9/2012 0:00,591190.52
2/10/2012 0:00,412805.58
2/11/2012 0:00,258394.74
2/12/2012 0:00,152899.47
2/13/2012 0:00,795617.12
2/14/2012 0:00,474153.52
2/15/2012 0:00,742663.47
2/16/2012 0:00,534885.8
2/17/2012 0:00,553364.54
2/18/2012 0:00,212268.93
2/19/2012 0:00,146043.51
2/20/2012 0:00,692717.53
2/21/2012 0:00,467759.46
2/22/2012 0:00,394727.55
2/23/2012 0:00,461435.67
2/24/2012 0:00,720910.05
2/25/2012 0:00,248746.35
2/26/2012 0:00,289955.01
2/27/2012 0:00,635217.99
2/28/2012 0:00,727055.64
2/29/2012 0:00,552185.15
3/1/2012 0:00,615976.53
3/2/2012 0:00,507092.97
3/3/2012 0:00,236806.64
3/4/2012 0:00,170644.56
3/5/2012 0:00,782725.47
3/6/2012 0:00,729174.97
3/7/2012 0:00,604874.73
3/8/2012 0:00,482878
3/9/2012 0:00,434069.16
3/10/2012 0:00,190155.56
3/11/2012 0:00,168794.56
3/12/2012 0:00,411751.62
3/13/2012 0:00,451290.37
3/14/2012 0:00,567083.82
3/15/2012 0:00,481914.35
3/16/2012 0:00,393539.99
3/17/2012 0:00,163643.79
3/18/2012 0:00,211168.13
3/19/2012 0:00,686789.39
3/20/2012 0:00,556187.81
3/21/2012 0:00,508312.25
3/22/2012 0:00,554614.13
3/23/2012 0:00,465603.4
3/24/2012 0:00,247970.47
3/25/2012 0:00,172433.33
3/26/2012 0:00,469691.37
3/27/2012 0:00,495250.44
3/28/2012 0:00,556584.41
3/29/2012 0:00,435579.77
3/30/2012 0:00,520586.4
3/31/2012 0:00,189099.27
4/1/2012 0:00,249485
4/2/2012 0:00,564183.59
4/3/2012 0:00,491876.82
4/4/2012 0:00,700333.29
4/5/2012 0:00,377181.97
4/6/2012 0:00,358729.26
4/7/2012 0:00,214668.88
4/8/2012 0:00,96014.85
4/9/2012 0:00,735754.1
4/10/2012 0:00,459830.72
4/11/2012 0:00,486806.66
4/12/2012 0:00,445115.68
4/13/2012 0:00,411827.11
4/14/2012 0:00,260147.53
4/15/2012 0:00,220984.68
4/16/2012 0:00,887670.09
4/17/2012 0:00,479477.28
4/18/2012 0:00,703274.73
4/19/2012 0:00,607325
4/20/2012 0:00,316535.69
4/21/2012 0:00,213858.95
4/22/2012 0:00,178981.93
4/23/2012 0:00,565145.01
4/24/2012 0:00,539974.37
4/25/2012 0:00,557255.55
4/26/2012 0:00,490314.58
4/27/2012 0:00,492264.24
4/28/2012 0:00,257611
4/29/2012 0:00,252592.73
4/30/2012 0:00,629878.48
5/1/2012 0:00,616128.8
5/2/2012 0:00,671299.12
5/3/2012 0:00,500836.58
5/4/2012 0:00,569005.74
5/5/2012 0:00,382330.37
5/6/2012 0:00,101640.79
5/7/2012 0:00,521287.23
5/8/2012 0:00,436290.86
5/9/2012 0:00,547855.76
5/10/2012 0:00,444120.28
5/11/2012 0:00,513362.14
5/12/2012 0:00,178826.58
5/13/2012 0:00,133196.89
5/14/2012 0:00,570946.37
5/15/2012 0:00,572531.42
5/16/2012 0:00,523442
5/17/2012 0:00,495700.49
5/18/2012 0:00,354923.96
5/19/2012 0:00,253881.11
5/20/2012 0:00,197483.29
5/21/2012 0:00,688197.71
5/22/2012 0:00,542287.35
5/23/2012 0:00,548575.88
5/24/2012 0:00,448033.59
5/25/2012 0:00,490165.82
5/26/2012 0:00,331093.76
5/27/2012 0:00,211097.35
5/28/2012 0:00,137593.35
5/29/2012 0:00,536264.2
5/30/2012 0:00,616991.5
5/31/2012 0:00,501140.44
6/1/2012 0:00,456601.04
6/2/2012 0:00,137637.18
6/3/2012 0:00,224574.1
6/4/2012 0:00,737088.37
6/5/2012 0:00,576782.97
6/6/2012 0:00,370169.96
6/7/2012 0:00,408150.13
6/8/2012 0:00,504883.38
6/9/2012 0:00,113362.71
6/10/2012 0:00,124667.83
6/11/2012 0:00,548550.68
6/12/2012 0:00,507945.38
6/13/2012 0:00,440939.05
6/14/2012 0:00,535004.15
6/15/2012 0:00,375915.45
6/16/2012 0:00,216107.92
6/17/2012 0:00,251629.12
6/18/2012 0:00,413706.61
6/19/2012 0:00,501454.81
6/20/2012 0:00,705385.65
6/21/2012 0:00,594546.62
6/22/2012 0:00,459875.1
6/23/2012 0:00,262355.61
6/24/2012 0:00,154421.35
6/25/2012 0:00,507273.01
6/26/2012 0:00,456231.66
6/27/2012 0:00,592148.79
6/28/2012 0:00,374024.78
6/29/2012 0:00,458899.58
6/30/2012 0:00,274779.94
7/1/2012 0:00,235882.56
7/2/2012 0:00,601464.09
7/3/2012 0:00,442082.96
7/4/2012 0:00,135796.68
7/5/2012 0:00,506247.28
7/6/2012 0:00,452123.79
7/7/2012 0:00,236997.21
7/8/2012 0:00,127211.05
7/9/2012 0:00,473764.78
7/10/2012 0:00,396708.53
7/11/2012 0:00,421215.72
7/12/2012 0:00,407994.5
7/13/2012 0:00,363810.22
7/14/2012 0:00,184252.39
7/15/2012 0:00,160772.46
7/16/2012 0:00,603274.54
7/17/2012 0:00,449728.34
7/18/2012 0:00,538447.29
7/19/2012 0:00,473329.27
7/20/2012 0:00,344714.97
7/21/2012 0:00,354725.82
7/22/2012 0:00,138682.39
7/23/2012 0:00,485132.22
7/24/2012 0:00,400551.62
7/25/2012 0:00,469154.1
7/26/2012 0:00,410891.41
7/27/2012 0:00,371639.93
7/28/2012 0:00,142452.6
7/29/2012 0:00,81379.96
7/30/2012 0:00,500219.62
7/31/2012 0:00,398275.71
8/1/2012 0:00,401978.5
8/2/2012 0:00,437303.89
8/3/2012 0:00,356698.03
8/4/2012 0:00,293321.43
8/5/2012 0:00,206567.97
8/6/2012 0:00,461916.79
8/7/2012 0:00,559990.9
8/8/2012 0:00,334993.03
8/9/2012 0:00,370973.6
8/10/2012 0:00,459101.05
8/11/2012 0:00,217961.83
8/12/2012 0:00,146190.72
8/13/2012 0:00,330353.26
8/14/2012 0:00,512749.16
8/15/2012 0:00,457052.39
8/16/2012 0:00,519299.45
8/17/2012 0:00,353484.36
8/18/2012 0:00,199081.77
8/19/2012 0:00,232080.48
8/20/2012 0:00,547344.88
8/21/2012 0:00,613128.76
8/22/2012 0:00,441582.08
8/23/2012 0:00,457455.99
8/24/2012 0:00,376050.71
8/25/2012 0:00,158329.16
8/26/2012 0:00,155114.66
8/27/2012 0:00,483435.3
8/28/2012 0:00,536231.89
8/29/2012 0:00,722733.04
8/30/2012 0:00,318606.65
8/31/2012 0:00,306049.62
9/1/2012 0:00,199905.12
9/2/2012 0:00,170997.59
9/3/2012 0:00,104276.93
9/4/2012 0:00,375095.27
9/5/2012 0:00,442679.52
9/6/2012 0:00,361900.13
9/7/2012 0:00,461254.02
9/8/2012 0:00,190518.25
9/9/2012 0:00,136737.29
9/10/2012 0:00,405596.17
9/11/2012 0:00,304752.99
9/12/2012 0:00,291346.63
9/13/2012 0:00,435579.47
